ID,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,total_emotions,total_sentiments
14920,0.101,0.1515,0.0707,0.1818,0.101,0.4603,0.5397,0.1919,0.0404,0.1616,99,63
14922,0.1111,0.1667,0.0,0.1667,0.1111,0.375,0.625,0.1111,0.1111,0.2222,18,8
14926,0.0455,0.2727,0.0909,0.0909,0.1818,0.3636,0.6364,0.1364,0.0,0.1818,22,11
14931,0.1429,0.1429,0.0,0.2143,0.0,0.5,0.5,0.2143,0.0,0.2857,14,8
14936,0.1154,0.2692,0.0385,0.0769,0.1154,0.4286,0.5714,0.1538,0.0769,0.1538,26,14
14942,0.1091,0.2,0.0545,0.1273,0.0909,0.4667,0.5333,0.1455,0.0364,0.2364,55,30
14948,0.0667,0.2,0.0667,0.0667,0.1333,0.375,0.625,0.2,0.0667,0.2,15,8
14951,0.0417,0.1667,0.0417,0.0417,0.125,0.4667,0.5333,0.2083,0.0417,0.3333,24,15
14954,0.1429,0.0714,0.0714,0.1429,0.0714,0.6667,0.3333,0.2857,0.0714,0.1429,14,6
14969,0.1667,0.0,0.1667,0.1667,0.0,0.5714,0.4286,0.1667,0.0,0.3333,12,7
14973,0.1373,0.1176,0.0784,0.2157,0.0588,0.4615,0.5385,0.2353,0.0196,0.1373,51,26
14975,0.0526,0.1579,0.1053,0.1579,0.2105,0.5385,0.4615,0.1579,0.0526,0.1053,19,13
14977,0.1818,0.1364,0.0909,0.1364,0.0909,0.6667,0.3333,0.2727,0.0,0.0909,22,12
14983,0.08,0.16,0.16,0.16,0.08,0.6923,0.3077,0.28,0.04,0.04,25,13
14984,0.0597,0.194,0.0448,0.0896,0.0896,0.25,0.75,0.0746,0.0597,0.3881,67,52
14988,0.0556,0.2222,0.0556,0.1667,0.1111,0.25,0.75,0.1667,0.0556,0.1667,18,8
14992,0.1429,0.102,0.0612,0.2653,0.0,0.6071,0.3929,0.2653,0.0204,0.1429,49,28
14994,0.1304,0.087,0.087,0.1739,0.0,0.9091,0.0909,0.3478,0.0435,0.1304,23,11
14995,0.12,0.12,0.0,0.24,0.04,0.5,0.5,0.24,0.04,0.2,25,20
14997,0.0769,0.0769,0.0769,0.1538,0.0769,0.7143,0.2857,0.3077,0.0769,0.1538,13,7
15002,0.0,0.3,0.0,0.3,0.1,0.8,0.2,0.2,0.0,0.1,10,5
15003,0.0364,0.2182,0.0545,0.0727,0.2,0.2632,0.7368,0.0909,0.0545,0.2727,55,38
15005,0.1875,0.1562,0.0312,0.1875,0.0312,0.65,0.35,0.25,0.0312,0.125,32,20
15015,0.0877,0.1053,0.0877,0.193,0.1404,0.375,0.625,0.1228,0.0351,0.2281,57,24
15018,0.1154,0.1538,0.0385,0.1923,0.0385,0.5,0.5,0.1923,0.1154,0.1538,26,16
15022,0.2222,0.0556,0.0556,0.1111,0.1111,0.5333,0.4667,0.1111,0.1111,0.2222,18,15
15024,0.08,0.16,0.04,0.08,0.2,0.3333,0.6667,0.16,0.04,0.24,25,18
15025,0.1081,0.1351,0.0811,0.1351,0.1081,0.5217,0.4783,0.2432,0.027,0.1622,37,23
15030,0.0882,0.1618,0.1029,0.1471,0.1176,0.375,0.625,0.1618,0.0441,0.1765,68,40
15031,0.0556,0.1444,0.0444,0.1222,0.1444,0.5091,0.4909,0.2,0.0667,0.2222,90,55
15034,0.0,0.25,0.0,0.0,0.125,0.2,0.8,0.125,0.125,0.375,8,5
15036,0.0625,0.1875,0.0625,0.0625,0.1875,0.25,0.75,0.125,0.0625,0.25,16,12
15041,0.0417,0.125,0.0417,0.25,0.125,0.5455,0.4545,0.25,0.0,0.1667,24,11
15049,0.0444,0.1333,0.0667,0.0889,0.1556,0.4138,0.5862,0.1556,0.0667,0.2889,45,29
15054,0.0435,0.1739,0.0435,0.1304,0.087,0.3846,0.6154,0.1739,0.0435,0.3043,23,13
15058,0.1,0.2,0.1,0.0,0.1,0.3846,0.6154,0.1,0.1,0.3,10,13
15059,0.0476,0.1905,0.0238,0.119,0.1667,0.32,0.68,0.0714,0.0952,0.2857,42,25
15068,0.0656,0.2131,0.0656,0.1148,0.1148,0.3548,0.6452,0.0984,0.0656,0.2623,61,31
15071,0.1111,0.0,0.1111,0.2222,0.0,0.4286,0.5714,0.3333,0.0,0.2222,9,7
15074,0.0455,0.0,0.0455,0.2727,0.0455,0.6429,0.3571,0.4091,0.0455,0.1364,22,14
15076,0.0417,0.2083,0.0833,0.125,0.2083,0.4444,0.5556,0.125,0.0417,0.1667,24,9
15078,0.1475,0.0984,0.1148,0.1148,0.0984,0.5143,0.4857,0.2131,0.0492,0.1639,61,35
15082,0.129,0.0645,0.0968,0.2903,0.0323,0.625,0.375,0.2903,0.0323,0.0645,31,16
