ID,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,total_emotions,total_sentiments
235,0.0,0.3056,0.0,0.0278,0.2778,0.2632,0.7368,0.0556,0.1389,0.1944,36,19
236,0.0222,0.2667,0.0667,0.0222,0.2222,0.1364,0.8636,0.0444,0.1333,0.2222,45,22
237,0.0,0.2258,0.0323,0.0323,0.2581,0.2778,0.7222,0.0645,0.1613,0.2258,31,18
238,0.0,0.25,0.0455,0.0,0.2727,0.0909,0.9091,0.0,0.1591,0.2727,44,22
239,0.0294,0.2353,0.0588,0.0294,0.2353,0.2105,0.7895,0.0,0.1471,0.2647,34,19
240,0.0,0.2083,0.0833,0.0,0.25,0.2143,0.7857,0.0417,0.1667,0.25,24,14
241,0.0526,0.2105,0.0526,0.0526,0.2632,0.1333,0.8667,0.1053,0.1053,0.1579,19,15
242,0.0,0.2564,0.0513,0.0,0.2564,0.1053,0.8947,0.0256,0.1282,0.2821,39,19
243,0.0,0.2,0.0,0.0,0.2857,0.0417,0.9583,0.0286,0.1143,0.3714,35,24
244,0.027,0.1622,0.0811,0.027,0.2432,0.2,0.8,0.0811,0.0811,0.2973,37,25
245,0.0566,0.1887,0.0377,0.0755,0.1887,0.2,0.8,0.0755,0.0755,0.3019,53,25
246,0.0,0.16,0.08,0.0,0.28,0.1364,0.8636,0.04,0.12,0.32,25,22
247,0.0,0.2273,0.0909,0.0455,0.1818,0.2222,0.7778,0.0455,0.1818,0.2273,22,18
248,0.0,0.2353,0.0,0.0588,0.2353,0.2222,0.7778,0.0,0.1765,0.2941,17,18
249,0.0,0.1053,0.0526,0.0526,0.2105,0.1053,0.8947,0.0526,0.0,0.5263,19,19
250,0.0,0.1579,0.1053,0.0526,0.2632,0.2308,0.7692,0.0,0.1579,0.2632,19,13
251,0.0,0.1852,0.037,0.037,0.2593,0.1111,0.8889,0.037,0.1481,0.2963,27,18
252,0.0,0.15,0.1,0.15,0.3,0.2308,0.7692,0.05,0.05,0.2,20,13
253,0.1143,0.1714,0.0286,0.1143,0.2286,0.24,0.76,0.0,0.0571,0.2857,35,25
254,0.0244,0.1951,0.0732,0.0488,0.2683,0.1304,0.8696,0.0488,0.0976,0.2439,41,23
255,0.0,0.225,0.075,0.05,0.225,0.1905,0.8095,0.025,0.1,0.3,40,21
256,0.0263,0.1579,0.1053,0.0526,0.2105,0.2083,0.7917,0.0526,0.1316,0.2632,38,24
257,0.04,0.2,0.08,0.04,0.24,0.2105,0.7895,0.04,0.12,0.24,25,19
258,0.0,0.1786,0.0714,0.0357,0.25,0.2273,0.7727,0.0714,0.1429,0.25,28,22
259,0.0,0.2188,0.0625,0.0,0.2812,0.15,0.85,0.0312,0.125,0.2812,32,20
260,0.0,0.1333,0.1,0.0333,0.3333,0.1852,0.8148,0.0667,0.0667,0.2667,30,27
261,0.0,0.2,0.0571,0.0,0.2571,0.0833,0.9167,0.0286,0.1143,0.3429,35,24
262,0.0,0.1875,0.0312,0.0,0.3125,0.1,0.9,0.0312,0.125,0.3125,32,20
263,0.0,0.2222,0.0741,0.037,0.2593,0.2,0.8,0.0,0.1481,0.2593,27,20
264,0.04,0.2,0.0,0.04,0.28,0.1111,0.8889,0.08,0.16,0.2,25,18
265,0.0526,0.1579,0.0526,0.0526,0.2632,0.1667,0.8333,0.0526,0.1053,0.2632,19,12
266,0.0,0.2571,0.0571,0.0286,0.2286,0.1579,0.8421,0.0286,0.1143,0.2857,35,19
267,0.0,0.2069,0.0345,0.0345,0.2414,0.1579,0.8421,0.069,0.069,0.3448,29,19
268,0.0,0.1905,0.0952,0.0,0.1905,0.1333,0.8667,0.0952,0.0952,0.3333,21,15
269,0.05,0.225,0.025,0.025,0.3,0.2,0.8,0.05,0.1,0.225,40,25
270,0.0,0.1875,0.125,0.0,0.25,0.2778,0.7222,0.0625,0.1875,0.1875,16,18
271,0.0,0.2,0.0333,0.0333,0.2667,0.0833,0.9167,0.0333,0.0667,0.3667,30,24
272,0.0,0.2273,0.0909,0.0455,0.2273,0.0952,0.9048,0.0455,0.0909,0.2727,22,21
273,0.0,0.1429,0.0,0.0,0.3333,0.1176,0.8824,0.0952,0.1429,0.2857,21,17
274,0.0,0.1739,0.0435,0.0435,0.2826,0.1852,0.8148,0.0652,0.1087,0.2826,46,27
275,0.05,0.2,0.0,0.05,0.3,0.2,0.8,0.0,0.2,0.2,20,15
276,0.0,0.2,0.0333,0.0333,0.1667,0.1364,0.8636,0.0667,0.1333,0.3667,30,22
277,0.0,0.2571,0.0857,0.0286,0.2286,0.2,0.8,0.0,0.1429,0.2571,35,20
278,0.0,0.1818,0.0,0.0455,0.3636,0.1176,0.8824,0.0455,0.0909,0.2727,22,17
279,0.0,0.2,0.0,0.0,0.3,0.1429,0.8571,0.1,0.1,0.3,20,14
280,0.0,0.12,0.04,0.04,0.28,0.1364,0.8636,0.04,0.08,0.4,25,22
281,0.0,0.1333,0.0667,0.0333,0.3,0.1538,0.8462,0.0333,0.1,0.3333,30,26
282,0.0392,0.1961,0.0392,0.0392,0.2353,0.1667,0.8333,0.0784,0.098,0.2745,51,30
283,0.0,0.1818,0.0455,0.0455,0.2727,0.1429,0.8571,0.0,0.0909,0.3636,22,14
284,0.0,0.1562,0.0938,0.0625,0.2188,0.2381,0.7619,0.125,0.125,0.2188,32,21
285,0.0526,0.2632,0.0526,0.0526,0.2105,0.1667,0.8333,0.0,0.1579,0.2105,19,12
286,0.027,0.1622,0.0541,0.0,0.2703,0.1923,0.8077,0.0811,0.1081,0.2973,37,26
287,0.0,0.2333,0.0667,0.0,0.2333,0.1053,0.8947,0.0,0.1667,0.3,30,19
288,0.0,0.2174,0.0,0.087,0.2609,0.2105,0.7895,0.087,0.1304,0.2174,23,19
289,0.0,0.1923,0.0769,0.0,0.3077,0.0,1.0,0.0385,0.1538,0.2308,26,16
290,0.0213,0.1489,0.0851,0.0426,0.2766,0.1538,0.8462,0.0638,0.1064,0.2553,47,26
291,0.0,0.1818,0.0909,0.0455,0.2273,0.15,0.85,0.0455,0.1364,0.2727,22,20
292,0.0,0.1481,0.0741,0.037,0.2963,0.1905,0.8095,0.037,0.1481,0.2593,27,21
293,0.0,0.1951,0.0976,0.0,0.2927,0.125,0.875,0.0488,0.0976,0.2683,41,24
294,0.0,0.2353,0.0588,0.0,0.2941,0.1481,0.8519,0.0294,0.1471,0.2353,34,27
295,0.0,0.2059,0.0294,0.0,0.3529,0.1562,0.8438,0.0,0.1471,0.2647,34,32
296,0.0,0.1786,0.0714,0.0357,0.3214,0.1364,0.8636,0.0357,0.1071,0.25,28,22
297,0.0,0.1875,0.0625,0.0,0.375,0.0588,0.9412,0.0625,0.0625,0.25,16,17
298,0.0,0.2333,0.1,0.0,0.2333,0.1429,0.8571,0.0333,0.1,0.3,30,21
299,0.0556,0.2222,0.0,0.0556,0.2778,0.1,0.9,0.0,0.1111,0.2778,18,10
300,0.0,0.1364,0.0909,0.0455,0.2727,0.1818,0.8182,0.0455,0.0909,0.3182,22,22
301,0.0741,0.1481,0.0741,0.1111,0.1481,0.2667,0.7333,0.037,0.2222,0.1852,27,15
302,0.0,0.2292,0.0417,0.0208,0.25,0.1429,0.8571,0.1042,0.1667,0.1875,48,21
303,0.0465,0.1395,0.0698,0.1163,0.1628,0.3,0.7,0.093,0.1628,0.2093,43,20
304,0.0526,0.2105,0.0526,0.1053,0.2105,0.2143,0.7857,0.0526,0.1053,0.2105,19,14
305,0.1613,0.129,0.0968,0.1613,0.0968,0.4375,0.5625,0.0645,0.1613,0.129,31,16
306,0.05,0.25,0.0,0.1,0.25,0.3636,0.6364,0.05,0.2,0.1,20,11
307,0.0345,0.2759,0.069,0.069,0.1724,0.25,0.75,0.069,0.1379,0.1724,29,16
308,0.0,0.25,0.0,0.0,0.1875,0.2,0.8,0.125,0.125,0.3125,16,10
309,0.0741,0.2222,0.0741,0.037,0.1481,0.2308,0.7692,0.037,0.1481,0.2593,27,13
310,0.1111,0.1852,0.0,0.0741,0.2222,0.3125,0.6875,0.0741,0.0741,0.2593,27,16
311,0.0286,0.2286,0.0286,0.0857,0.2,0.4118,0.5882,0.0857,0.1429,0.2,35,17
312,0.0233,0.2558,0.0465,0.0698,0.2558,0.2727,0.7273,0.0465,0.093,0.2093,43,22
313,0.069,0.2069,0.0345,0.069,0.1724,0.3125,0.6875,0.069,0.1379,0.2414,29,16
314,0.0588,0.1765,0.0294,0.0,0.2353,0.2222,0.7778,0.0588,0.1765,0.2647,34,18
315,0.0256,0.2564,0.0513,0.1026,0.2308,0.25,0.75,0.0256,0.1282,0.1795,39,24
316,0.0952,0.1429,0.0,0.0952,0.1429,0.25,0.75,0.0476,0.1429,0.3333,21,12
317,0.0385,0.1923,0.0385,0.0769,0.2308,0.2857,0.7143,0.0385,0.1923,0.1923,26,14
318,0.0714,0.1786,0.1071,0.0714,0.1786,0.3571,0.6429,0.0714,0.1071,0.2143,28,14
319,0.0435,0.2174,0.0652,0.087,0.1739,0.3684,0.6316,0.087,0.1304,0.1957,46,19
320,0.0,0.1923,0.0385,0.0769,0.2308,0.3846,0.6154,0.1154,0.1538,0.1923,26,13
321,0.1143,0.1429,0.0857,0.0857,0.1429,0.2778,0.7222,0.0571,0.1429,0.2286,35,18
322,0.0968,0.129,0.0968,0.1613,0.0968,0.4091,0.5909,0.0968,0.0968,0.2258,31,22
323,0.0312,0.1875,0.0312,0.0312,0.2812,0.1818,0.8182,0.0,0.1562,0.2812,32,22
324,0.0,0.2647,0.0588,0.0,0.2647,0.1429,0.8571,0.0882,0.1471,0.1765,34,14
325,0.0444,0.1556,0.0667,0.0889,0.2,0.3043,0.6957,0.1111,0.1333,0.2,45,23
326,0.1111,0.2222,0.037,0.1481,0.1852,0.4667,0.5333,0.037,0.1111,0.1481,27,15
327,0.037,0.1852,0.037,0.1111,0.1852,0.4167,0.5833,0.0741,0.1481,0.2222,27,12
328,0.04,0.2,0.04,0.08,0.2,0.2222,0.7778,0.0,0.16,0.28,25,18
329,0.0588,0.2059,0.0588,0.0588,0.2647,0.3636,0.6364,0.0294,0.1471,0.1765,34,22
330,0.0303,0.2424,0.0303,0.0606,0.2121,0.3333,0.6667,0.0606,0.1818,0.1818,33,15
331,0.0,0.2353,0.0,0.1765,0.2353,0.2308,0.7692,0.0588,0.1176,0.1765,17,13
332,0.0476,0.1905,0.0476,0.0952,0.2381,0.3529,0.6471,0.1429,0.0952,0.1429,21,17
333,0.0667,0.2,0.0667,0.1333,0.1667,0.5,0.5,0.1333,0.1667,0.0667,30,12
334,0.0444,0.2889,0.0222,0.1111,0.1556,0.2727,0.7273,0.0444,0.1333,0.2,45,22
335,0.0286,0.1714,0.0571,0.1429,0.2,0.25,0.75,0.0571,0.1429,0.2,35,20
336,0.0714,0.2857,0.0,0.1429,0.0714,0.3333,0.6667,0.0714,0.0714,0.2857,14,12
337,0.1,0.2,0.1,0.05,0.125,0.5,0.5,0.1,0.2,0.125,40,22
338,0.0294,0.2353,0.0294,0.1176,0.1765,0.36,0.64,0.0294,0.0882,0.2941,34,25
339,0.0,0.2581,0.0323,0.0645,0.2258,0.2609,0.7391,0.0,0.129,0.2903,31,23
340,0.0,0.1429,0.0357,0.1071,0.1786,0.3125,0.6875,0.0714,0.1429,0.3214,28,16
341,0.0323,0.2581,0.0323,0.1613,0.1935,0.3333,0.6667,0.0,0.129,0.1935,31,15
342,0.075,0.15,0.1,0.125,0.15,0.381,0.619,0.05,0.2,0.15,40,21
343,0.0789,0.2368,0.0789,0.0789,0.1579,0.3684,0.6316,0.1316,0.1053,0.1316,38,19
344,0.0417,0.1667,0.0833,0.0417,0.1667,0.3333,0.6667,0.125,0.125,0.25,24,15
345,0.0333,0.2,0.0333,0.0667,0.3,0.15,0.85,0.0333,0.1333,0.2,30,20
346,0.0769,0.1154,0.0769,0.0769,0.1538,0.2941,0.7059,0.0385,0.2308,0.2308,26,17
347,0.0588,0.2059,0.0588,0.0588,0.2353,0.1875,0.8125,0.0588,0.0882,0.2353,34,16
348,0.0909,0.2424,0.0606,0.1212,0.1212,0.3529,0.6471,0.0909,0.1515,0.1212,33,17
